CRT,SectorName_x,FuelName,SectorID,FuelID,SectorName_y,GNFR
1.A.3.d,Domestic navigation,Biomass,4310,400,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Coal,4310,100,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Diesel oil,4310,250,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,fossil part of biodiesel,4310,250,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Gas/diesel oil,4310,250,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Gaseous fuels,4310,300,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Gasoline,4310,230,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Liquified natural gas,4310,300,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Lubricants,4310,275,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Other fossil fuels,4310,500,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Other liquid fuels,4310,250,"Domestic navigation, inland shipping",G
1.A.3.d,Domestic navigation,Residual fuel oil,4310,260,"Domestic navigation, inland shipping",G
,,,4320,,"Domestic navigation, coastal shipping",G
1.A.4.c.iii,Fishing,Biomass,4330,400,Small combustion - Agriculture/Forestry/Fishing - National fishing,G
1.A.4.c.iii,Fishing,Gas/diesel oil,4330,250,Small combustion - Agriculture/Forestry/Fishing - National fishing,G
1.A.4.c.iii,Fishing,Gaseous fuels,4330,300,Small combustion - Agriculture/Forestry/Fishing - National fishing,G
1.A.4.c.iii,Fishing,Gasoline,4330,230,Small combustion - Agriculture/Forestry/Fishing - National fishing,G
1.A.4.c.iii,Fishing,Other fossil fuels,4330,500,Small combustion - Agriculture/Forestry/Fishing - National fishing,G
1.A.4.c.iii,Fishing,Other liquid fuels,4330,250,Small combustion - Agriculture/Forestry/Fishing - National fishing,G
1.A.4.c.iii,Fishing,Residual fuel oil,4330,260,Small combustion - Agriculture/Forestry/Fishing - National fishing,G
1.A.4.c.ii,Off-road vehicles and other machinery,Biodiesel (fossil component),4400,250,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Biomass,4400,400,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Diesel oil,4400,250,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,fossil part of biodiesel,4400,250,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Gaseous fuels,4400,300,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Gasoil,4400,250,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Gasoline,4400,230,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Heavy fuel oil,4400,260,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Liquefied petroleum gases (LPG),4400,220,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Marine gasoil,4400,250,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Other fossil fuels,4400,500,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Other Kerosene,4400,240,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.4.c.ii,Off-road vehicles and other machinery,Other liquid fuels,4400,250,Small combustion - Agriculture/Forestry/Fishing -  Off-road vehicles and other machinery,I
1.A.2.g.vii,Off-road vehicles and other machinery,Biomass,4500,400,Manufacturing industry - Off-road vehicles and other machinery,I
1.A.2.g.vii,Off-road vehicles and other machinery,Gaseous fuels,4500,300,Manufacturing industry - Off-road vehicles and other machinery,I
1.A.2.g.vii,Off-road vehicles and other machinery,Liquid fuels,4500,250,Manufacturing industry - Off-road vehicles and other machinery,I
1.A.2.g.vii,Off-road vehicles and other machinery,Other fossil fuels,4500,500,Manufacturing industry - Off-road vehicles and other machinery,I
1.A.2.g.vii,Off-road vehicles and other machinery,Solid fuels,4500,100,Manufacturing industry - Off-road vehicles and other machinery,I
,,,4600,,Other mobile combustion,I
1.A.3.e.i,Pipeline transport,Biomass,4610,400,"Other transportation, including pipeline compressors",I
1.A.3.e.i,Pipeline transport,Gaseous fuels,4610,300,"Other transportation, including pipeline compressors",I
1.A.3.e.i,Pipeline transport,Liquid fuels,4610,250,"Other transportation, including pipeline compressors",I
1.A.3.e.i,Pipeline transport,Other fossil fuels,4610,500,"Other transportation, including pipeline compressors",I
1.A.3.e.i,Pipeline transport,Solid fuels,4610,100,"Other transportation, including pipeline compressors",I
1.A.4.a.ii,Off-road vehicles and other machinery,Biomass,4620,400,Small combustion - Commercial/institutional - Mobile,I
1.A.4.a.ii,Off-road vehicles and other machinery,Gaseous fuels,4620,300,Small combustion - Commercial/institutional - Mobile,I
1.A.4.a.ii,Off-road vehicles and other machinery,Liquid fuels,4620,250,Small combustion - Commercial/institutional - Mobile,I
1.A.4.a.ii,Off-road vehicles and other machinery,Other fossil fuels,4620,500,Small combustion - Commercial/institutional - Mobile,I
1.A.4.a.ii,Off-road vehicles and other machinery,Solid fuels,4620,100,Small combustion - Commercial/institutional - Mobile,I
1.A.4.b.ii,Off-road vehicles and other machinery,Biomass,4630,400,Small combustion - Residential - Household and gardening,I
1.A.4.b.ii,Off-road vehicles and other machinery,Gaseous fuels,4630,300,Small combustion - Residential - Household and gardening,I
1.A.4.b.ii,Off-road vehicles and other machinery,Liquid fuels,4630,230,Small combustion - Residential - Household and gardening,I
1.A.4.b.ii,Off-road vehicles and other machinery,Other fossil fuels,4630,500,Small combustion - Residential - Household and gardening,I
1.A.4.b.ii,Off-road vehicles and other machinery,Solid fuels,4630,100,Small combustion - Residential - Household and gardening,I
1.A.3.e,Other transportation,Biomass,4640,400,Other mobile combustion,I
1.A.3.e,Other transportation,Gaseous fuels,4640,300,Other mobile combustion,I
1.A.3.e,Other transportation,Liquid fuels,4640,250,Other mobile combustion,I
1.A.3.e,Other transportation,Other fossil fuels,4640,500,Other mobile combustion,I
1.A.3.e,Other transportation,Solid fuels,4640,100,Other mobile combustion,I
1.A.3.e.ii.Aircraft support vehicles,Aircraft support vehicles,Liquid fuels,4640,230,Other mobile combustion,I
1.A.3.e.ii.Off-road transport,Off-road transport,Biomass,4640,400,Other mobile combustion,I
1.A.3.e.ii.Off-road transport,Off-road transport,Gaseous fuels,4640,300,Other mobile combustion,I
1.A.3.e.ii.Off-road transport,Off-road transport,Liquid fuels,4640,250,Other mobile combustion,I
1.A.3.e.ii.Off-road transport,Off-road transport,Other fossil fuels,4640,500,Other mobile combustion,I
1.A.3.e.ii.Off-road transport,Off-road transport,Solid fuels,4640,100,Other mobile combustion,I
1.A.3.e.ii.Off-road vehicles and other machinery,Off-road vehicles and other machinery,Biomass,4640,400,Other mobile combustion,I
1.A.3.e.ii.Off-road vehicles and other machinery,Off-road vehicles and other machinery,Gaseous fuels,4640,300,Other mobile combustion,I
1.A.3.e.ii.Off-road vehicles and other machinery,Off-road vehicles and other machinery,Liquid fuels,4640,250,Other mobile combustion,I
1.A.3.e.ii.Off-road vehicles and other machinery,Off-road vehicles and other machinery,Other fossil fuels,4640,500,Other mobile combustion,I
1.A.3.e.ii.Off-road vehicles and other machinery,Off-road vehicles and other machinery,Solid fuels,4640,100,Other mobile combustion,I
1.A.3.e.ii.Other non-specified,Other non-specified,Biomass,4640,400,Other mobile combustion,I
1.A.3.e.ii.Other non-specified,Other non-specified,Gaseous fuels,4640,300,Other mobile combustion,I
1.A.3.e.ii.Other non-specified,Other non-specified,Liquid fuels,4640,250,Other mobile combustion,I
1.A.3.e.ii.Other non-specified,Other non-specified,Other fossil fuels,4640,500,Other mobile combustion,I
1.A.3.e.ii.Other non-specified,Other non-specified,Solid fuels,4640,100,Other mobile combustion,I
1.A.5.b,Mobile,Aviation gasoline,4640,230,Other mobile combustion,I
1.A.5.b,Mobile,Biomass,4640,400,Other mobile combustion,I
1.A.5.b,Mobile,Diesel oil,4640,250,Other mobile combustion,I
1.A.5.b,Mobile,Gaseous fuels,4640,300,Other mobile combustion,I
1.A.5.b,Mobile,Gasoline,4640,230,Other mobile combustion,I
1.A.5.b,Mobile,Jet kerosine,4640,240,Other mobile combustion,I
1.A.5.b,Mobile,Liquid fuels,4640,250,Other mobile combustion,I
1.A.5.b,Mobile,Other fossil fuels,4640,500,Other mobile combustion,I
1.A.5.b,Mobile,Solid fuels,4640,100,Other mobile combustion,I
,,,4700,,International shipping,G
,,,4710,,"International shipping, at sea",G
,,,4720,,"International shipping, in ports",G
1.A.4.a.i,Stationary combustion,Biomass,5100,400,Commercial/institutional,C
1.A.4.a.i,Stationary combustion,Gaseous fuels,5100,300,Commercial/institutional,C
1.A.4.a.i,Stationary combustion,Liquid fuels,5100,200,Commercial/institutional,C
1.A.4.a.i,Stationary combustion,Other fossil fuels,5100,500,Commercial/institutional,C
1.A.4.a.i,Stationary combustion,Peat,5100,140,Commercial/institutional,C
1.A.4.a.i,Stationary combustion,Solid fuels,5100,100,Commercial/institutional,C
1.A.4.b.i,Stationary combustion,Biomass,5200,400,Residential,C
1.A.4.b.i,Stationary combustion,Gaseous fuels,5200,300,Residential,C
1.A.4.b.i,Stationary combustion,Liquid fuels,5200,200,Residential,C
1.A.4.b.i,Stationary combustion,Other fossil fuels,5200,500,Residential,C
1.A.4.b.i,Stationary combustion,Peat,5200,140,Residential,C
1.A.4.b.i,Stationary combustion,Solid fuels,5200,100,Residential,C
1.A.4.b.iii.Residential,Residential,Biomass,5200,400,Residential,C
1.A.4.b.iii.Residential,Residential,Gaseous fuels,5200,300,Residential,C
1.A.4.b.iii.Residential,Residential,Liquid fuels,5200,200,Residential,C
1.A.4.b.iii.Residential,Residential,Other fossil fuels,5200,500,Residential,C
1.A.4.b.iii.Residential,Residential,Peat,5200,140,Residential,C
1.A.4.b.iii.Residential,Residential,Solid fuels,5200,100,Residential,C
1.A.4.c.i,Stationary,Biomass,5300,400,Agriculture/Forestry/Fishing,C
1.A.4.c.i,Stationary,Gaseous fuels,5300,300,Agriculture/Forestry/Fishing,C
1.A.4.c.i,Stationary,Liquid fuels,5300,200,Agriculture/Forestry/Fishing,C
1.A.4.c.i,Stationary,Other fossil fuels,5300,500,Agriculture/Forestry/Fishing,C
1.A.4.c.i,Stationary,Peat,5300,140,Agriculture/Forestry/Fishing,C
1.A.4.c.i,Stationary,Solid fuels,5300,100,Agriculture/Forestry/Fishing,C
1.A.5.a,Stationary,Biomass,5400,400,Other stationary combustion,C
1.A.5.a,Stationary,Gaseous fuels,5400,300,Other stationary combustion,C
1.A.5.a,Stationary,Liquid fuels,5400,200,Other stationary combustion,C
1.A.5.a,Stationary,Other fossil fuels,5400,500,Other stationary combustion,C
1.A.5.a,Stationary,Peat,5400,140,Other stationary combustion,C
1.A.5.a,Stationary,Solid fuels,5400,100,Other stationary combustion,C
,,,6100,,Enteric fermentation,K
3(I).A.1,Cattle(1),,6110,0,Enteric fermentation - Cattle,K
3(I).A.2,Sheep,,6120,0,Enteric fermentation - Sheep,K
3(I).A.3,Swine,,6130,0,Enteric fermentation - Swine,K
3(I).A.4,Other livestock,,6140,0,Enteric fermentation - Other animals,K
,,,6200,,Manure management,K
3(I).B.1,Cattle(1),,6210,0,Manure management - Cattle,K
,,,6211,,Manure management - Cattle - dairy,K
,,,6212,,Manure management - Cattle - non-dairy,K
3(I).B.2,Sheep,,6220,0,Manure management - Sheep,K
3(I).B.3,Swine,,6230,0,Manure management - Swine,K
3(I).B.4,Other livestock,,6240,0,Manure management - other animals,K
,,,6241,,Manure management - Buffalo,K
,,,6242,,Manure management - Goats,K
,,,6243,,Manure management - Horses,K
,,,6244,,Manure management - Mules and asses,K
,,,6245,,Manure management - Poultry,K
,,,6246,,Manure management - Other animals,K
,,,6300,,Application of manure and fertilizer,L
3.D.a.1,Inorganic N fertilizers(3),,6310,0,Inorganic N-fertilizers (includes also urea application),L
3.D.a.2.a,Animal manure applied to soils,,6320,0,Animal manure applied to soils,L
3.D.a.2.b,Sewage sludge applied to soils,,6330,0,Sewage sludge applied to soils,L
3.D.a.2.c,Other organic fertilizers applied to soils,,6340,0,Other organic fertilisers applied to soils (including compost),L
3.D.a.3,Urine and dung deposited by grazing animals,,6350,0,Urine and dung deposited by grazing animals,L
3.D.a.4,Crop residues,,6360,0,Crop residues applied to soils,L
,,,6400,,Other agricultural soils,L
3.D.a.5,Mineralization/immobilization associated with loss/gain of soil organic matter (4)(5),,6410,0,Indirect emissions from managed soils,L
3.D.a.6,Cultivation of organic soils (i.e. histosols)(2),,6410,0,Indirect emissions from managed soils,L
3.D.a.7,Other,,6410,0,Indirect emissions from managed soils,L
3.D.b.1,Atmospheric deposition(6),,6410,0,Indirect emissions from managed soils,L
3.D.b.2,Nitrogen leaching and run-off,,6410,0,Indirect emissions from managed soils,L
,,,6420,,"Farm-level agricultural operations including storage, handling and transport of agricultural products",L
,,,6430,,"Off-farm storage, handling and transport of bulk agricultural products",L
,,,6440,,Cultivated crops,L
,,,6450,,Use of pesticides,L
,,,6500,,Other agriculture,L
3.C,Rice cultivation,,6510,0,Rice cultivation,L
3.E,Prescribed burning of savannas,,6520,0,Field burning of agricultural residues,L
3.F,Field burning of agricultural residues,,6520,0,Field burning of agricultural residues,L
3.G,Liming,,6530,0,Liming,L
3.H,Urea application,,6540,0,Urea application,L
3.I,Other carbon-containing fertilizers,,6550,0,Other carbon-containing fertilizers,L
3(I).B.5,Indirect N2O emissions,,6560,0,Other,L
3.J,Other (please specify),,6560,0,Other,L
,,,7100,,Landfills,J
5.A.1,Managed waste disposal sites,,7110,0,Managed waste disposal sites,J
5.A.2,Unmanaged waste disposal sites,,7120,0,Unmanaged waste disposal sites,J
5.A.3,Uncategorized waste disposal sites,,7130,0,Uncategorized waste disposal sites,J
,,,7200,,Composting and anaerobic digestion,J
5.B.1,Composting,,7210,0,Composting,J
5.B.2,Anaerobic digestion at biogas facilities,,7220,0,Anaerobic digestion at biogas facilities,J
,,,7300,,Waste incineration,J
5.C.1,Waste incineration,,7310,0,Municipal waste incineration,J
,,,7320,,Industrial waste incineration,J
,,,7330,,Hazardous waste incineration,J
,,,7340,,Clinical waste incineration,J
,,,7350,,Sewage sludge incineration,J
,,,7360,,Cremation,J
,,,7370,,Other waste incineration (please specify in the IIR),J
5.C.2,Open burning of waste,,7400,0,Open burning of waste,J
,,,7500,,Waste water treatment,J
5.D.1,Domestic wastewater,,7510,0,Domestic wastewater,J
5.D.2,Industrial wastewater,,7520,0,Industrial wastewater,J
5.D.3,Other (as specified in table 5.D),,7530,0,Other wastewater,J
,,,7600,,Other waste,J
,,,7610,,Other waste - bbq and tobacco,J
5.E,Other (please specify),,7620,0,Other waste - other,J
